CaseID,weight,tm_start,tm_finish,duration,DOV_MANCHECK,XTESS171,XPARTY3,XPARTY7,xideo,XREL1,XREL2,XPCM0160,XPP10035,XPH1ANXI,Q1_Sentence1,Q1_Sentence2,Q1_Sentence3,Q1_Sentence4,Q1_Sentence5,Q1_Sentence6,Q1_Sentence1_Refused,Q1_Sentence2_Refused,Q1_Sentence3_Refused,Q1_Sentence4_Refused,Q1_Sentence5_Refused,Q1_Sentence6_Refused,Q2_Sentence1,Q2_Sentence2,Q2_Sentence3,Q2_Sentence4,Q2_Sentence5,Q2_Sentence6,Q2_Sentence1_Refused,Q2_Sentence2_Refused,Q2_Sentence3_Refused,Q2_Sentence4_Refused,Q2_Sentence5_Refused,Q2_Sentence6_Refused,Q3,Q4,Q5A_OptA_Genre,Q5A_OptB_Genre,Q5B_OptA_Genre,Q5B_OptB_Genre,Q5C_OptA_Genre,Q5C_OptB_Genre,Q5A_OptA_Topic,Q5A_OptB_Topic,Q5B_OptA_Topic,Q5B_OptB_Topic,Q5C_OptA_Topic,Q5C_OptB_Topic,Q5A_OptA_Style,Q5A_OptB_Style,Q5B_OptA_Style,Q5B_OptB_Style,Q5C_OptA_Style,Q5C_OptB_Style,Q5A_OptA_Medium,Q5A_OptB_Medium,Q5B_OptA_Medium,Q5B_OptB_Medium,Q5C_OptA_Medium,Q5C_OptB_Medium,Q5A_OptA_Length,Q5A_OptB_Length,Q5B_OptA_Length,Q5B_OptB_Length,Q5C_OptA_Length,Q5C_OptB_Length,Q5A,Q5B,Q5C,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,DOV_Q7Q8Q9_Order,Q7,Q8,Q9,ppage,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,pprent,ppstaten,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,ppnet
803,.5588,14dec2014 21:49:39,14dec2014 21:55:29,5,2,2,2,5,4,5,1,7,1,2,I saw sea otters frolic.,The boa constrictors were sleeping.,The snow leopards were devouring raw deer meat.,Gibbons and apes were grooming each other.,Male Galapagos penguins were giving rocks to females in a courtship ritual.,"The degus were sleeping, as they are nocturnal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,61,14,4,1,1,1,2,1,18,3,1,2,1,33,0,0,0,0,2,1,1
805,1.0211,14dec2014 21:58:53,14dec2014 22:07:05,8,2,9,1,3,3,13,4,1,4,2,,,,,,,,,,,,,fish the pool,birds the trees,lots of bugs,red birds,wolves the forest,horses were there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,58,9,2,1,2,1,2,1,16,3,1,2,1,41,0,0,0,0,2,1,1
806,.5131,14dec2014 22:00:55,14dec2014 22:08:37,7,2,6,2,5,4,5,4,32,2,2,I wonder how long the polar bears can live with the threat of global warming.,"The elephant stench makes them ""persona non grata"" in our family.",Penguins are a family favorite because my daughter loves the Penguin hockey team.,I have never like the reptiles either in person or in captivity.,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,65,13,4,1,1,1,2,1,16,1,1,3,1,52,0,0,0,0,2,5,1
807,1.8989,14dec2014 22:09:08,16dec2014 01:26:46,1637,2,14,2,6,2,1,5,32,3,2,,,,,,,,,,,,,it will go with us,the box stays here,this tree is young,my dog will bite,the door is locked,it's hot outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,57,10,3,2,1,1,1,3,1,4,1,4,2,93,0,0,0,0,1,4,1
808,1.3293,14dec2014 22:10:05,14dec2014 22:14:41,4,2,14,2,5,4,2,6,32,1,2,,,,,,,,,,,,,Dogs like to bite,Bees like to fly,Birds like to fly,Moles like to dig,The wolf is cute,The sloth is slow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,28,11,3,4,1,0,3,1,14,5,1,3,1,59,0,0,0,0,3,4,1
809,.6193,14dec2014 22:14:06,14dec2014 22:18:33,4,2,7,1,2,6,2,5,32,2,2,The first animal we saw was a hippo swimming in its pool.,There was a squirrel monkey swinging from a rope.,The elephants had so much room to roam they were hard to see.,A large fish in the aquarium splashed me.,Flamingos were eating in a small pool,While enjoying lunch at the bar we could see otters eating fish.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,50,10,3,1,2,1,2,1,18,1,1,1,1,23,0,0,0,0,2,7,1
810,.9109,14dec2014 22:30:18,14dec2014 22:46:39,16,2,12,1,1,6,3,1,32,2,2,,,,,,,,,,,,,I love giriffes,Tigers r striped,I like chimps,Hippos r big & ugly,P cocks r colorful,reptiles r belly movers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,77,10,3,1,2,1,3,1,12,1,1,3,1,71,0,0,0,0,3,5,1
811,1.9797,14dec2014 22:34:21,14dec2014 22:37:29,3,2,5,1,3,4,11,6,29,3,2,I love watching the monkeys,The Bears are so big,Yuck!!   Snakes,That bird is funny looking,Penguins are beautiful,"Look mom, a baby elephant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,44,9,2,1,1,1,3,1,17,3,0,2,1,31,0,0,0,0,3,1,1
812,1.6102,14dec2014 22:35:53,14dec2014 22:43:59,8,1,12,2,7,1,13,6,4,1,2,,,,,,,,,,,,,The spiders were furry.,I liked the tigers.,The frogs were sticky.,The elk lumbered side to side.,The fish were very colorful.,Chimps threw poop.,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,30,12,4,1,2,0,2,1,12,1,1,1,1,21,0,0,0,0,2,1,1
813,1.2263,14dec2014 22:37:51,14dec2014 22:49:10,11,2,12,2,5,2,13,6,29,4,4,,,,,,,,,,,,,I saw elephants by the giraffe.,the monkeys were playing with the bananas.,gorillas are more stronger than the orangutans.,the zookeeper showed us the lions.,the tigers are the biggest felines.,the hippopotamus are territorial and dont like humans around.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,24,7,1,4,1,0,5,3,5,6,1,3,2,59,0,2,1,0,2,1,1
814,.607,14dec2014 22:43:58,14dec2014 23:23:06,39,1,10,2,7,2,2,2,22,1,2,,,,,,,,,,,,,Otters disturbe me do to their loud voice.,Butterflies seem to fly right to eyes if I refuse to use my toes to stop them.,Turtles swim from right to left.,I feel lost to see Bull moose.,Zebu used for milk like cows.,"Birds, love them more or less just so they fly to me.",,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,72,10,3,1,2,1,2,1,16,1,1,2,1,35,0,0,0,0,2,1,1
815,.9291,14dec2014 23:03:06,15dec2014 00:58:23,115,1,8,1,1,4,11,4,32,2,2,,,,,,,,,,,,,The little tiger sped to his trough to feed.,We observed the hippo luxuriously bubbly while wet.,There were more mice to help the other mice perform for the show.,Cows rumble to get to their homes.,Two of us eyed the sheep tiptoe up the rocky cliff.,Two dogs were the high wire duo for the show.,,,,,,,5,5,2,1,3,1,1,3,7,3,12,1,5,11,2,3,3,3,3,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,,,,,,,"Q8,Q7,Q9",2,4,3,78,9,2,1,2,1,2,1,14,1,1,3,1,61,0,0,0,0,2,5,1
817,1.4538,14dec2014 23:25:55,16dec2014 03:13:38,1667,1,6,1,3,4,3,4,25,1,2,At the entrance we saw a monkey.,While walking around we saw tiger.,While we ate lunch at the pond we feed the ducks.,I had so much fun petting the horses.,By the water display we laughed at the penguins.,"That was the tallest giraffe, I have ever seen.",,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,58,9,2,1,1,1,2,1,14,1,1,2,1,31,0,0,0,0,2,1,1
818,1.5493,14dec2014 23:43:11,14dec2014 23:51:52,8,1,8,2,7,4,12,2,32,1,2,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,5,2,3,3,1,2,1,2,11,11,3,8,5,9,3,3,3,2,3,3,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,,,,,,,"Q9,Q8,Q7",3,4,1,67,7,1,2,2,1,3,1,9,1,1,3,2,59,0,0,0,0,3,5,1
819,.5233,14dec2014 23:43:36,14dec2014 23:52:11,8,2,11,2,5,2,13,5,32,4,2,,,,,,,,,,,,,I bought shoes for the tigers.,The wolves were tired.,I liked the porpoise.,The ocelot purred.,The mules were silly.,I love grizzlies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,56,13,4,1,2,1,3,1,19,1,0,3,1,59,0,0,0,0,3,5,1
820,1.1288,14dec2014 23:45:55,14dec2014 23:58:22,12,1,4,1,2,3,11,5,1,3,2,The lions were sleeping in the sun.,The bears were splashing in the water today.,We enjoyed feeding the ducks after our lunch.,We watched the penguins eating fish.,The monkey was swinging in the trees.,The groundhogs were digging a hole.,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,44,10,3,1,2,0,3,1,16,1,1,2,1,34,0,0,0,1,2,1,1
821,.9318,15dec2014 00:01:03,15dec2014 00:08:22,7,2,3,1,3,5,2,2,8,3,2,The first stop of my day was to visit the penguin habitat.,I enjoyed watching the polar bears go for a swim.,After lunch I couldn't wait to see the giraffes.,The elephants were the highlight of my day.,I ate cotton candy while watching the lions nap in the sun.,"Just before I left to go home, I took a peek at the silly monkeys.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,37,12,4,1,2,1,4,1,14,1,1,2,1,32,0,1,1,0,2,1,1
822,.7433,15dec2014 00:07:49,15dec2014 00:12:13,4,1,6,1,3,4,2,5,22,3,1,My first visit was to the tigers.,We then visited the lions.,After lunch we saw the bears.,"No one wanted to visit the snakes, so we decided to visit the monkeys.",Everybody wanted to visit the bird house before we left.,We all liked the hippos and were glad they were outside.,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,25,12,4,1,1,0,3,1,18,5,0,2,1,33,0,0,0,0,3,1,1
823,.9426,15dec2014 00:07:57,15dec2014 00:41:46,33,2,14,2,7,3,13,5,32,2,2,,,,,,,,,,,,,I rode the turtle through the zoo.,I looked for wild horses..,Six crocodiles swim by the puddle..,Fish cruise by the bridge.,Bucks jump throughout the zoo.,I stumbled over a big pig..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,25,10,3,1,1,0,3,1,14,5,1,2,1,34,0,0,0,0,3,4,1
824,.9674,15dec2014 00:08:58,15dec2014 00:12:33,3,2,4,2,7,4,1,2,32,2,1,During lunch we saw seagulls.,The lions were my favorite.,The cheetahs were beautiful.,The Tigers did tricks.,The snakes were scary.,The tortoises were huge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,65,9,2,1,2,1,5,1,19,1,0,3,1,61,0,0,1,0,4,6,1
825,.5686,15dec2014 00:13:25,15dec2014 00:24:51,11,2,10,1,3,5,2,2,3,2,1,,,,,,,,,,,,,The tiger hid by the trees.,Two hippos stood by the light.,I tried to see the spiders.,Butterflies flew to the little girls.,I thought the fish exhibit looked weird.,The horses left the food by the tree.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,39,12,4,1,1,1,2,3,19,5,1,2,2,35,0,0,0,0,2,1,1
826,.6784,15dec2014 00:15:18,15dec2014 00:27:50,12,2,13,2,7,3,3,2,32,2,2,,,,,,,,,,,,,I go to the zoo to see tigers.,"To the left, I see ostriches.","Oooh, I see colorful birds fly.","Imus skip, birds fly.",Hedgehogs roll by me.,"I spy with my eye, otters swim by..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,72,12,4,4,2,1,3,1,17,1,0,4,1,91,0,0,0,0,3,5,1
827,.7373,15dec2014 00:18:04,15dec2014 00:24:44,6,2,1,1,3,6,13,2,7,1,2,Girraffes have long necks.,Chimps are cute and eat bananas.,Ducks like to swim.,Alligators are frieghening.,This poll is as stupid as a rhino.,Elephants have great memories.,,,,,,,,,,,,,,,,,,,,,1,1,3,2,3,3,4,1,14,8,14,11,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,,,,,,,"Q7,Q9,Q8",1,3,2,55,14,4,1,1,1,4,1,16,1,1,4,1,86,0,0,0,1,3,1,1
828,1.2094,15dec2014 00:30:25,15dec2014 00:33:19,2,2,7,2,5,2,3,5,10,3,2,The sea turtles were fun to watch,The monkeys were eating but not bananas,We got to see a baby giraffe after lunch,The flamingos were very bright and beautiful,Watching the birds was very peaceful,The lion roared when people approached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,41,14,4,4,1,1,3,1,18,1,1,4,1,93,0,1,0,0,2,1,1
829,1.1601,15dec2014 00:37:53,15dec2014 00:57:49,19,2,6,2,6,4,3,5,25,4,2,i saw turtles on top of each other,i saw birdes of all kinds,i saw all kinds of monkeys,saw all kinds of lizards,saw a garilla,and i saw a turtle swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,28,9,2,4,2,0,5,2,10,5,1,1,1,23,0,0,0,0,5,1,1
830,.6622,15dec2014 00:41:38,15dec2014 00:46:37,4,2,8,1,1,4,12,6,2,1,2,,,,,,,,,,,,,I screw you,for your eyes,Bite me,Food for the poor,For the loss,Together it will go,,,,,,,,,3,1,1,3,1,2,14,6,5,11,6,10,1,3,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,,,,,,,"Q8,Q9,Q7",1,1,3,31,12,4,1,1,0,2,3,19,6,1,4,1,93,0,0,0,0,2,1,1
831,.3011,15dec2014 00:43:05,15dec2014 00:50:38,7,2,8,1,1,7,9,5,32,1,2,,,,,,,,,,,,,the wolf runs in groups,tigers will eat other spiecies,horses like to run,,,,,,,-1,-1,-1,,,3,2,1,1,3,1,14,9,3,4,12,6,3,1,3,3,3,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,,,,,,,"Q8,Q7,Q9",1,2,1,63,10,3,5,2,1,1,3,6,3,1,3,2,71,0,0,0,0,1,6,1
832,.6102,15dec2014 01:10:28,15dec2014 01:58:29,48,2,5,2,5,2,2,5,32,1,2,"Walking along the trail, I saw the pandas.","After parking the car, I saw birds overhead.","Going into the aquarium, I saw penguins.",I saw monkeys dangling from tree limbs.,I watched the lions eating their meal.,"In the mid-afternoon, most tigers were asleep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,59,10,3,1,1,1,2,1,17,5,1,3,1,54,0,0,0,0,2,5,1
833,.2987,15dec2014 01:10:34,15dec2014 01:18:55,8,2,5,1,2,4,13,6,22,2,2,I fed the elephants peanuts from my mouth.,"The anteater didn't want my hotdog, but ate my french fries.",The polar bears were drying thier furs in the hot sun.,My neck strarted to hurt looking up at the girraffes.,The big baboon was combing his hair by the moonlight.,I thouhgt I likes mud bathes but those rhinos really like to get muddy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,54,9,2,1,2,1,3,4,9,1,1,4,1,88,0,1,0,0,2,1,1
834,.98,15dec2014 01:41:57,15dec2014 01:58:10,16,2,3,2,5,2,13,6,13,3,3,"On our 9th grade field trip, I got my first glimpse of a Golden Lion Tamarin.","Tamarins are a small type of New World monkey, about the same height as a squirrel.","Squirrels were hanging around, too, but not in any cage -- they were begging for scraps at the food court!","After lunch, we headed to the reptile house -- my favorite!","The most enticing reptile, in my opinion, was the caiman.","At the end of the day, we hopped in the bus and headed home; the squirrels were my favorite part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,25,12,4,1,1,1,3,1,9,6,1,1,1,23,0,0,0,0,3,1,1
835,.9674,15dec2014 01:43:05,15dec2014 01:53:31,10,2,4,1,1,6,2,2,32,2,2,I watched the polar Bears play underwater.,The lions were laying in the shade under the trees.,The monkeys were picking insects off each other.,The giraffes towered higher than all the other animals we saw.,The elephants were huge and smelly.,The birds were singing and their feathers were very colorful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,66,9,2,1,2,1,2,1,16,1,0,3,1,56,0,0,0,0,2,5,1
836,.6119,15dec2014 01:45:34,03jan2015 16:32:14,28246,2,9,2,6,4,3,4,29,1,2,,,,,,,,,,,,,I love the tigers,I love the big dogs,I love the birds,I despise the elks,I despise the moose,I despise the fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,48,10,3,1,1,1,2,1,11,6,1,3,1,59,0,0,0,0,2,2,1
837,.3697,15dec2014 01:47:09,15dec2014 02:03:21,16,2,1,1,3,5,1,6,1,3,3,The Lions were very playful first thing in the morning.,My kids really enjoyed the interactive bird cage.,"In Waco, there is a native american area, complete with Bison.",The monkeys are very fun to watch.,We could see the giraffe while we ate our lunch.,There is a slide right thru the otter pond.,,,,,,,,,,,,,,,,,,,,,1,3,1,1,3,3,3,14,1,2,11,13,3,3,3,3,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,,,,,,,"Q8,Q9,Q7",4,5,2,33,10,3,1,1,1,5,1,13,1,0,3,1,74,2,1,0,0,2,1,1
838,1.9097,15dec2014 01:48:29,15dec2014 01:56:38,8,2,3,2,6,3,3,2,32,3,2,The Monkeys  were playful,The Lions were roaring,"I couldn't see the bears, they must have been sleeping in their cave",I saw the giraffes eating of the top of a tree,The Tigers were moving around,on my way out i saw crocodiles in a pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,71,9,2,4,1,1,2,1,12,1,0,3,1,59,0,0,0,0,2,5,1
839,1.5268,15dec2014 01:53:27,20dec2014 14:32:59,7959,2,12,1,1,4,1,5,32,4,1,,,,,,,,,,,,,I LIKE THE pets.,i got ice,I pet the birds,I LOVE THE zoo.,i got to sit,i got bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,49,9,2,1,2,1,6,3,14,3,1,3,3,63,0,0,1,0,5,6,1
841,.7929,15dec2014 02:00:02,15dec2014 02:08:04,8,2,9,2,6,2,13,6,3,3,2,,,,,,,,,,,,,The tiger jogged two miles,The foxes hid,The dogs howled loudly,Three mice chewed cheese,The deer stood still.,The tortoise strolled slowly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,27,12,4,1,1,1,2,1,16,1,1,3,1,56,0,0,0,0,2,1,1
842,.5883,15dec2014 02:08:44,15dec2014 02:16:52,8,2,12,1,3,6,3,2,25,2,1,,,,,,,,,,,,,I love tigers.,Dogs jump high!,Squirrels must sleep.,Owls hoot loudly!,Wooly sheep wobble.,Pretty purple horses poop.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,26,10,3,1,1,1,4,1,9,1,1,4,2,91,1,1,0,0,2,1,1
843,.8781,15dec2014 02:14:38,15dec2014 02:18:24,3,2,7,2,7,1,13,6,7,1,2,The kangaroos were very energetic and jumped a lot.,I saw seven lions.,The elephants had a nice new enclosure.,My daughter enjoyed feeding the giraffe.,There was a new baby hippo.,I wonder what that rhino was eating.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,34,14,4,1,2,1,3,1,14,1,1,3,1,74,1,0,0,0,2,1,1
844,.522,15dec2014 02:21:24,15dec2014 02:50:43,29,2,13,2,7,3,3,2,2,2,2,,,,,,,,,,,,,We looked for the river otters by the zoo pool.,The spider exhibit terrified us!,I love to see the hippos sleep or swim together.,The frogs looked slimy but they felt dry to the touch.,Coyotes howled from 6 PM to 8:30 PM.,"Electric eels were so weird, but kids love to see them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,45,12,4,1,2,1,4,1,18,1,1,1,1,23,0,0,0,2,2,1,1
845,.1978,15dec2014 02:25:07,15dec2014 03:02:21,37,2,12,2,5,4,2,3,2,2,2,,,,,,,,,,,,,The ibyx jumped effortlessly.,The tiger’s stripes were colorful.,I liked the jumpy chimps.,The tortoises moved very slowly.,The crocs rested by their pools.,The hippos mouths were huge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,50,13,4,5,1,1,4,1,17,1,1,4,1,93,0,0,1,1,2,1,1
846,.6137,15dec2014 02:29:04,15dec2014 02:38:14,9,2,14,1,1,6,3,2,3,1,2,,,,,,,,,,,,,The tigers were cold.,The trees were short.,Wild dogs sit with hogs.,Birds fly throughout the zoo.,Reptiles lie by dirt piles.,Frogs swim quickly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,47,13,4,1,2,1,2,1,13,5,1,3,1,72,0,0,0,0,2,1,1
847,1.4602,15dec2014 02:30:38,15dec2014 02:35:53,5,2,6,1,1,6,2,6,22,2,2,"While eating a hamburger, I played with a monkey.","After I played with the monkey, I screamed when I saw the tiger out of it's habitat.",I enjoyed seeing the hippo spray water on people,I really enjoyed seeing the whales' show and how disciplined they were.,"After I finished my lunch, I spent some time at the animal petting area",By the time the day was over I was pooped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,49,9,2,1,2,1,4,1,17,1,1,2,1,33,0,0,0,1,3,1,1
848,.8119,15dec2014 02:30:59,15dec2014 02:44:45,13,2,13,2,6,3,3,4,32,4,2,,,,,,,,,,,,,The deer jumped over logs.,The moose is sleeping,The tiger howled.,The elk swims in mud.,The sheep can get out the gate.,The elk looked furry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,34,10,3,1,1,1,2,3,16,5,1,2,1,35,0,0,0,0,2,6,1
849,.7664,15dec2014 02:37:41,16dec2014 00:39:29,1321,2,14,1,1,6,3,1,19,1,2,,,,,,,,,,,,,The tigers were furious with the zoo keepers.,There were lots of types of lovely birds.,I loved the proud deer.,The pigs love to romp through the mud.,The lemurs look like squirrels.,The goldfish were huge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,53,10,3,1,2,1,3,1,19,1,1,3,1,72,0,0,0,0,3,2,1
850,2.0619,15dec2014 02:53:29,15dec2014 02:57:19,3,2,2,1,2,7,1,5,32,4,2,i saw the monkey's throw poop,i ate my lunch the seen the birds,i love the tigers,lions are cool i guess,go crocks eat that meat,look its a joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,21,6,1,1,1,0,4,1,9,5,1,3,1,52,0,0,0,0,4,4,1
851,1.789,15dec2014 02:55:02,15dec2014 02:58:29,3,2,7,1,1,6,3,2,1,2,2,The elephants were grey.,The bears were scary.,The snakes were scaly.,The fish were pretty,The kangaroos were cute,The rhinosaurs was big.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,25,13,4,1,2,1,4,3,11,1,1,2,2,43,0,0,0,0,4,1,1
852,.8554,15dec2014 02:59:46,15dec2014 03:16:41,16,2,13,1,3,6,9,3,16,4,1,,,,,,,,,,,,,The frogs I beheld were colorful.,Eight wolves howled boisterously.,The opossums slept fitfully.,Two spiders climbed with fury.,I kicked the tiger cub for giggles.,I cut the legs off of the moose.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,46,9,2,1,1,0,2,1,6,3,0,3,2,62,0,0,0,0,2,1,1
853,1.4189,15dec2014 03:07:03,15dec2014 03:34:13,27,2,11,2,5,2,3,5,29,2,2,,,,,,,,,,,,,I visited the frog exhibit with my sister.,The tigers growled before we got to see them.,Butterflies flew by us while we strolled through the zoo!,Spider exhibits worried my mother!,We got to see the otters hide from the zookeeper!,Two big crocodiles slept while we sipped our cokes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,29,10,3,1,2,1,3,1,14,1,1,3,3,71,0,0,0,0,3,1,1
854,.3423,15dec2014 03:10:36,15dec2014 03:25:24,14,2,5,2,7,2,11,6,32,3,2,Saturday we went to see the monkeys.,Tomorrow I hope to see the elephants.,Yesterday we all went to see the snake pit and sand snakes.,Every year we go to see the display of Birds from different countries.,There are no magpies on display here.,we should all help to keep these animals well and safe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,73,10,3,1,2,1,1,3,4,2,1,4,2,93,0,0,0,0,1,5,1
855,1.6148,15dec2014 03:13:31,15dec2014 03:20:03,6,1,5,2,6,4,7,4,2,3,2,I saw 2 bears hugging.,The giraffes were as tall as the trees.,The baby elephant was so small and cute.,I passed by the lions on my way for an ice cream cone.,The panthers were all asleep in there cages.,the ostrich was running fast,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,40,11,3,3,1,1,4,1,14,1,1,1,1,23,0,0,2,0,2,2,1
856,.701,15dec2014 03:25:37,15dec2014 03:32:52,7,2,3,1,2,5,11,6,32,2,2,Fruit bats hang upside down most of the time.,Polar bears are graceful swimmers.,It's fun to see baby elephants.,A lion's roar is very majestic.,Peacocks have brilliant colors in their tails.,Beavers are native to Oregon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,58,12,4,1,2,1,1,1,13,3,1,4,1,92,0,0,0,0,1,5,1
857,1.2955,15dec2014 03:30:53,15dec2014 03:43:06,12,2,10,2,7,2,7,3,1,1,2,,,,,,,,,,,,,I met tiger,The birds were very high,Vultures were so close to us,Butterflies were kept so close to other birds,My wife touched sheep to feel wool,My mother felt thrilled to see cows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,35,12,4,3,1,1,2,3,15,1,1,2,2,33,0,0,0,0,2,1,1
858,.349,15dec2014 03:36:04,17dec2014 19:25:21,3829,2,9,1,2,4,13,6,32,4,1,,,,,,,,,,,,,The yellow frogs hop over the river to ribbit hello to us.,We see blue fish swim circles with the frogs.,"Red birds fly over the blue fish, the yellow frogs hopped off.","The big white dogs smile big thoothy smiles, the yellow frogs showed up..",The bell the bell the sheep hurry to the food truck!,"The whole zoo flutters oh the butterflies got loose, they flutter everywhere.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,35,12,4,5,2,1,6,2,9,1,1,1,2,23,0,0,1,2,3,7,1
